20.558733000143548	0
21.640545000082057	1
22.680757000216545	2
23.746369000036793	3
24.729780000143364	4
25.68069100016146	5
42.64138300004561	6
43.60889400004453	7
44.57590499987418	8
45.52651499989224	9
46.451426000203355	10
47.408837000148196	11
48.39244799995868	12
49.3759589999172	13
50.361070000235486	14
59.34967199982566	15
60.35408300022027	16
61.370294999960606	17
62.386506000166264	18
63.35281700012274	19
64.35272799990344	20
65.35234000011769	21
66.3030499999877	22
83.23264199998448	23
84.20005300013145	24
85.1670639999611	25
86.08507400003873	26
87.0473850000053	27
88.04729700023017	28
89.0798079999513	29
90.12372000006508	30
107.12421200014433	31
108.14052400019136	32
109.14013499996145	33
110.12484599996242	34
111.08635700020386	35
112.10246900009224	36
113.0694799999219	37
114.07289099997797	38
131.08538400001635	39
132.10169500007396	40
133.11770700011039	41
134.11731799988047	42
135.11242899994613	43
136.1285409998345	44
137.09555200011891	45
138.0624630000966	46
155.02635500024553	47
155.99376599993775	48
156.96077700022215	49
157.92778700006238	50
158.89279800012446	51
159.8883100000421	52
160.85532099987176	53
161.77373099981196	54
178.70722299994668	55
179.69253399996887	56
180.61064399989846	57
181.57765500018286	58
182.5510660000873	59
183.50187700025344	60
184.45248800026093	61
185.40319800013094	62
186.35390899999038	63
203.35500200008028	64
204.3715129998418	65
205.32082399995488	66
206.2880349999432	67
207.24004600015178	68
208.2237569998142	69
209.20716799992078	70
210.18567900000562	71
227.19067100024404	72
228.25638399990567	73
229.22339400020064	74
230.22410600015064	75
231.23391699982676	76
232.2500290001699	77
233.2660400002169	78
234.26585200013506	79
251.27154400024665	80
252.35335600018516	81
253.35326799995528	82
254.3204789999436	83
255.28018900013194	84
256.2964009998723	85
257.29611199994906	86
258.2958240000153	87
275.25541500017425	88
276.32092800013197	89
277.32063900020876	90
278.2713500000682	91
287.25475100009135	92
288.2712629998423	93
289.28747400004795	94
290.25208500024746	95
291.20019599986335	96
292.26550800012774	97
293.18351800020537	98
294.1015289998177	99
